match_id,radiant_win
b29797296e310d2275f2cd67eeacf2eb,False
49908f2a11d8bc01f6dad6fbf2e39326,True
a68557919e4353f6067ddd3a04b980b0,True
f6273df443c5a8b192b633ef2ce34304,False
71b98e3c7cc8701ad425a69d3923ec8f,False
ba0532a0fe1adb8ea24b2ad058538e85,True
de640d7e3d82ee34cd77bc2c67ba28ca,False
86b496a935d7191a4c4c12f5ad9382c3,True
072b6fbd5ae40e73ac4dec1be1ee91c9,True
8ad5d16dbec1389f3d4ce6cf9b1f2873,False
5a6b066b02f433606050df99823980ef,False
3b4dfe4c9020e0ca151bc65fd77ea005,True
d23d1a45ef842d42dc9d13d572e46cb7,True
de1dece8a8afa9db01ee98cf36c56f8d,True
f935f7b35291c441960445b94f48b1f5,False
ec89e03427163d114d1e6693c823b68f,False
d782c56b38d3efc7d7bd0144bec118e3,True
6c0ff7af846ef11a82545f8e9dbcc1b2,True
ba689c4fb5eca660f04fd66307798ecc,True
ee294ae13b2ceef4ac82dd03b5a0aebe,True
4c4a110decd72622d14569585331efbd,True
bc5b40e7484ce1978edab22028eed24e,True
e9c5af9b00960837eb53602c5bfcf23b,False
5695cec983a46351310dc224e4fc99b7,True
8c1ea57e5ea75bf4a621f983d3ccaee5,True
19dc4173ec99f012bb6591cd5131400e,True
be8d79afebc3300dc07dd9728a3c6a43,False
c8a1995a95af2c1b6114344fbde654c3,True
7e87a49ceb45fa673427ef92cfcd2fdc,False
eb38a0725ff7b5dc65273d9ed142b465,True
098e4be3574d1f31a4efc990985a349a,False
821c056821c789b8320ad31c4aeea1d2,True
92b70c6412e607e07b7c9e6e4dbddcd7,False
ac8c8175461d47bbc46747f483083d85,True
96a2c0ffb13841881e090c33befb5d72,True
12621cffffc6daa5f90c22bc32929eb9,False
09aeb50c5e0e9880129d52e3d77fe68e,False
20d1973362189c50c2c17695b6999895,False
41271dcbda38fb22859248cce8395dad,False
4c910133ccc594108a2528e5958f350b,True
de347044959edfbabeee103c8e65c7ea,False
bac3503eff74f824ab18a8f7d0ad4a60,True
fc887b03353d44a54a98281d98c54716,False
3b3e63db670e759a54a5828ba6ce37fe,False
dbe172969f8dae3135fad6c3469820b6,False
200e0ddcee20ea721276b32a5fc43766,False
6374ca70bd3fff4bb11a19d23096a8f2,True
5201a951b6e091979f471745e88d0ba9,True
da55ea8e8f69478374cf3a9f98cd8d78,False
53fb62a5f371a2715f9823394773e7f5,True
ca378de27bbd1df2358851ed2ad2a692,False
9872da187bd9c328909e62cc78ac0f6d,True
6836945ced7cbf6e33338e5c7d70d6bb,False
a15353dc3efb0e7d52355c009f50dd55,False
29b9ad93e87fa9715f26f7320924963f,False
64ccb2f2bc51ba457f053e8e346d17a8,True
873dd364e931f4e25ecc544e9a17422d,False
4998d9c463df1fcf869464eefa5aad0a,True
333e6c66189c680e85148f474dc12fa5,False
2573d9d117e295d7c6cb92cfc494fcc1,False
b53483ccb4b132a05f28ce4a9152a205,True
46149a04effb757cbea86b2bd353b701,False
7472867e39371b294c5c1b0356a57bae,False
03f71d171500af7add6be0ad22423bf7,False
07b5b5c60070b53046ff69d8877cb8cc,False
73f98f8ce256b018aea832b1142ea0f0,False
9501b28c2550314fbae73dd7e30075d6,False
f592c7b4ef41dd07d56f49cc742c7439,True
d57e2ded0ee72476f733c535d4eb0159,False
a6f00e01aa16d435d2749753482ec385,True
a3d5143f3ecdb637d93eef64b6448132,True
d6d21a749f61a063e9a3bca70fb5626a,False
3b6c9ddb45636f9a522dd97e069c7731,True
2dc103b598d88622faa685fbae224c77,False
9d56173040616a74f4d968d0e8641987,False
11b77766a876a2407c10e5ed8437e92b,True
f040e73635aed3f2ef5ea10e239d9a80,False
78e6640a439c53b6af9bcfaa68497bb7,False
eaff41296de343ace4fc05d5025d8550,True
f1d0d6369afe528ec8d78fe348ddad2c,False
a6fbeafa52861f9bfe56b77fa4ffefc1,True
1fa9fe66f668a5bc8bf7234aa5267068,True
33177738a057ad088e500f625b54a41d,True
d2b617865879642dc9e0179c0c208b8e,False
5e1df82c82d95ad9ef46e9fafc0af13b,True
570b4cbb45aba66f383f653aca16a525,False
462d9d0ffddfaed5c63dd7fa5e179fbb,False
d7c5fa9fba032fd1f44521e823f7bec0,False
6942ee713155cedb84eb481698fadc1c,True
8533858eff4319f2ce9bd3942353c02e,False
00b13abfeebb89431ef102993d5e41a5,True
b7bc88e433a35235dcc35303bae6b6bc,True
dbacb773ff4a5dacddfd3de6bf44b216,False
6a7f82b7d91b1d2ca41eb938f61ff9ce,True
a67f6368ef6982ee9215f35a2626813c,False
63f1b14aaba76bd3d47e0a9b3f66d4a1,False
46bd39e284c6a3e038feecf98cb59ee1,True
eb1bed2219c8b4350b88a11f08b909b9,False
eb3e4d0794bcf8f077beaaac8c9b979a,True
72da5528b9dd6251adddf3064f6f5b3f,False
4bbe495bd024bd90b2927e64bcf89326,False
930cb33bdffdd117bdc3bb12a3fe0e33,True
1cdc45a886da5ee443443330c70cb088,True
eaba6d5a76e8c3ce64bc5d66f762476d,True
50fbe26ff64b890b1565171fe543ded1,True
f4374819772f5b52bd919cd90d7e8567,False
ce2c85b249e25281d513463ea284ae27,False
dbc2c3e5a356c6ad67fea63dd856026b,True
df8ecd733d5c563e4fc717a57ca72fcb,True
39231624b60ef10ed6e33d9228893009,True
d54fc6f5eeff5e22a66f476e14c72320,True
59ef74e0ea425323a7be84e5bc6f8e4a,True
1146a54028ebd27e15ec4c0e954daccf,False
ff1512ecfe45b3ee0dd6edbeef602734,True
40eaf14d1df4bd330694db9b23f4169b,False
7925c7ac776db19bdc3c077fed7c6a71,False
ebc6cc1924fe301d7ef7fc79f1995eda,True
8d4c714e92ef8b1e04b02ee8b718fcaa,False
de35ed6e049b4e13ff6ae58be2f62f5e,False
d5db0cc90f390d89c5353730f5d103ad,True
598fcf9bc827e23971adcb799feff558,False
f04f402f8a415f7aa9413193287d3267,True
0c4165e708f4fb42de69cd192d68bd84,False
176572492f2885ad5a0f9233333322c2,False
3994b9b5f4646622ea0538ea46d1f1b2,False
f1b75eeae1f147a6fd68e63909e0c609,False
5b3ddf4195d0daf3cb0ec1bc971f6fe7,False
be1b5a412410068dbd5b6c3fdb561a96,False
b2a8160492234ea434d5f1b84ae5b770,True
4b49e2c10008b772d6655471771b4a5c,True
8ec6e953b871459e66cb6f385ddbba21,True
f9ced69831bc9773d2e6be65c6e9e14f,False
381030f6b256e21bdc5374cbf1f6f940,False
8c7e9275fa3e945addc279893fa1142b,True
7db0bb1b5699b1f2027d0e08b95425ab,True
04a7b0abf665c8d327603ee7b6b56110,False
1c9391a10020eb6ff4927cf7fa48a1f2,True
fdeffd5fe298aed863c2cfbba7d5c03a,True
e5f8e424bc21e48f7beb122d7d1fc5fd,True
216218dc174d061da19ccfc74a651600,True
d6bcef2d354358d532b18d440feeec75,True
8acd04f8b01781420729786f8bcdd4ef,False
8e0735cda9c7fb70fa94613dee013e38,True
0d5f626fd3ca2a1ca91107b9c730b933,True
b3868b696449b7d084e16f2547c09163,False
1bf1d9b709da98d093096bbb40c9bc4d,True
58fcbcf0cf9e817e0cb5471eaa1c0956,False
dd4cd8039d4a4ddcac130f22336aea9c,True
e38632613ca97d6961b39dd638e6c395,True
a73e0a01d23d9252421a1e3e4b467667,True
e14dd36274f159f6455f3254096404f6,False
5fb76fec80b37f810dd556260a2c9f19,True
db1acc0abf1130148cc685365a4c4b72,True
ddb6070f9e3c4150b1715b17794360a3,False
efb4afb7cd62d11b1c003157d33109fc,False
ac28854f8686df3f8af0133f4de41788,True
9888a62fe8fbb6474bc703ca896001f6,False
1dd418a1d54980cc5c2bcee8d52470d5,True
000044c30d39693e2ad3611f2421283b,False
779884a6549162239ed7d2815a887fd8,False
dc3c57bed4b96edd22f3ba37d94a9ad0,False
5cb7a2b22f7480d7a5ea450a7844c495,True
c373773e567620bd4192e1214a4164ca,True
1f1ca81cce591be8b006224a28a33baf,False
d7217d41692f4ff7479e0b474bef3908,False
d201c91d52aaa55b6cee3dea4f41a86d,True
bf5c9146145434bca42c71359635c2f0,False
a58a14e8c22115b8cf22dfe8e5f2ef98,False
16e184fc9cefa648eb9940b967ca1927,False
365b55ee91a5d4a4fb4796b9aea368e3,False
8ce44e5a5504004b0d590da5c59f6954,False
fa85a989fecdd71d2602fe5731b0d5c7,True
ace8b26afa76919c24b153ea719e0836,True
4463c3204ec36f6c7af625452550b10b,False
ce764f17925bea9419eb4d696a4f8c86,True
7d9cee094bec8d87281b1fca0e297a82,False
9903d454f0e67b00682a0b01d5aa83f5,True
837a4f60cc721adcbc3eefb79034d132,False
2241f388828db79d9f03f10d501288d0,False
c6b15c356035c87b53e4fd60a4720f02,True
a7aa96313e234027caf9a53a3130970a,False
e730e59af467674929ce5b382456e1f6,True
ecdd07f9a3a617b8ccaf3dc75ee15b33,False
b431206b06832e3fe6a3a459d8c09e09,False
d2e5e728a8f99a82db0083626d3c0ed9,False
4c3c33305d3cb2403232e6bd618a901a,False
72011dc8fec1a4c30044a587afaf1896,True
06d0a4eed709d8422de3a720cac9ab4c,False
3348b06d0ed3aa27a1b38e4470e433ad,True
0305f35a0f891169d6d1f46eaa9bf744,True
4fb61c38a6bf8d53d986afec72375e76,True
7a007a040648285bfdd6d9c5916f62e4,True
5be3a812fa44ef5f0e3b88edb282d6b4,True
d7464d98c8d8dda50f9c6c06117e6055,True
a80a9fc76c9d60b93863b6e73ad063ae,False
a94c2510864f7c84b8a7a1105346ba53,True
7d1872108c36cde949047e2fc3686e3f,False
0ea6de5ebe758abebc31874fc45f0918,True
dba6f8f78ab7428109cb4b230f9cdd6b,True
ac77bf0b3f7c8372d6c3418da0dfd55d,False
50ffc7b08e92576c262fd6370459305d,False
27c9ce39efa70729d87dab8445c3e6e3,False
bddce0ef88042baf423b635fff380d26,True
af43f64fb82941bc98043d17f417bf39,False
89b28afe692ad2654dd24c2fb8ec8c04,False
e1d1f48dcb5e00edcefc49c4ddbd35ad,False
0e6b34b5a8d4ff791d2ac3beca3ca03c,True
08360b8a355a728b2451ac65e0e427fd,True
0a2774039a290dad9941ea0489251371,True
a380301265e91f6399ba1bd190ac5316,True
35dcad1e10bf45d0b1c6fdbe877889da,False
afa6f3035bc56f0f8ec2cdfa19adbf75,False
c371cef49d634435ad17684966671e9b,True
5d34271f315690e2794a6674f3ddba26,False
eb0c8b8e3f936b4f5ce3e2b49326b01e,False
7c112c1c8668a85be30db80ef89888e6,True
050d0adf1861e33f55c46b51b2d23c6c,True
7591926a8ddf993b046483d6b00b6a85,False
e5405e8c39c3f78ed0c197ad4ede97a9,False
1b167b52fde32ae1653758f9c249e777,False
b261f29f8c0bb9f8e963c4c0f00962d9,False
9ca29201a640192fc08ec225495e9118,False
ab0c7f369450a6da7f6cd7073365a6e1,True
c710769c14323994351c7943fd23f4fe,True
50a2305517d2d7f5b0826024727f330f,True
b530cdca25506cda615a07c8af8eb89a,True
dcc1b098016b435df5510f9aafecb485,True
1262efa2ecf84d7d6558288d861adba3,True
d0ea7ea4a72dab62ad4ed1cfd08738ac,False
3942e684a3f1ea9c486bdd60fec621a9,False
a017e5955daecf8a4c045afdc38f8e9e,False
f5f110d62568bfa6d6e50e712d9f339e,True
8b4ee162aed23f9d8ed5d77cc66362e4,False
4e0484d873d0f849b8eff23298bd326f,False
82b5f3008c5e976f9e7c0f88fc4c90c9,False
b62bbfb552cce942abfb92de87df4faf,True
878e27b752188fec418e561bb2809dbb,False
0257658b502615455a93246a8be7d333,False
c5ee523a0b92a5b277a2d9aa4dc441da,True
8b342ae998b9d7c3c703fba42b4e2bca,True
2e9b9c1d31f5a249fef4ec140730d3b6,False
c3590d75a320e351ce5e8919d12c3814,True
27f13f35a7555c66dfc935fea321044c,True
c7210e623baf58b6a305fcf2c838063a,True
f787ff64611e08786cedae33f12c1e5f,True
c46015c8cb82532abf4de30c963eb50c,True
38fa94196595853b6beeb55d004e4ce7,True
88188aabce883beeb2ab477c31e9bfd3,False
b460cb791bc2affbef2d6a74af8fb13b,True
2020b0f7abca6b059c14ac0a282e95ec,True
d395d42c6d449d221c0a902e41079d03,True
259403cf2c0e268ffc1937765ec6c2e5,True
1b5a9b99396a271dd3800f88bc707a03,True
aed940d5df5024fa1926a04e04eabdf7,False
db6a74b5ef75743f4d4abed9c9d064f3,True
6648ac2335cb8430460d3bed08de2332,True
8aef18145cc8726268f47bbeef92cf85,True
b554e642c7833d62694ac32350badca4,True
4d6f6d558cace3eb049d2081c02e47e8,True
c3adaae2ba68e8b80cfc60753f8e28f8,False
3ad9150667c00460d27a01aacdcc1602,True
a6c5dcb8b2948cc8835d1fc7af56d796,False
867ae4251773e8641e51d308a8a4eaf8,True
a8860468b49e44cd24813147c4ea6f5c,True
5aed15347a0683ed59688e2dbbfcdba2,True
d2d429376a6c66c8b073151d67232d71,True
5203cc0f9788a232b8d33655a976ab1d,True
5c5de54ee3ea6c0af081b17178def08d,False
f4729b916b56a1dfd2d38ca3ec4f48ba,True
085006a2dafb1097ad167be331301895,True
9dec81c45167dafece5b6ee607fe920e,True
4249d3ff570bedcd88fd50bfac1c5aff,False
ab121af3a0f50c75fcbb33f925d78cd8,True
7b6f6d4b815db406453cb555bf6ea7de,True
2980a2fb8a415a3dd2c956dd45eb9850,False
10cda8bc6974c5ce3e4b4e516bf81cb1,False
d71e3dfb4d0ff488dc3bc53c19a3e93e,True
9d49743e5a7d632861fe512ae20f886f,True
c5c0cdf3540b0052ac9728b1a3d44895,True
718bc545f3a1597a6fc95a3fd593c282,True
8437db9989137913af89e3e849b522f9,True
a1275cdae0b5745dc572cbf7551d25cf,True
e6ad1383dfa4c1e0fa5daf27bffe95f0,True
7d1bb40515923aa8c25b17f8d7f361aa,False
2baa4c73d46bc61083f8237484681606,True
f47257a5b81c8a3aa3981922a2023068,True
e30c893a262dc9fa2e8b623a13559ddb,True
8dcfd819d759379460a800511abef436,True
443765b50038f924de7dfa9893d429f3,True
a521b4ff0166257121f110ce1cf90285,False
5dc682b30cbfa66c39176e77cda1fe7d,False
74f800e87131c4762bd9152d33f9f667,True
11a7422f9137732db06a1e511a2a4076,True
ec74c0db4ef1e10d9ec6d36ccf3ed77f,True
93a21e3b8247031c558da35c2829a3fa,True
803cc9c05fd86db2293e3ebde2028ddb,False
9a616c2004d37247d335a8c829380bb3,True
503f9dba90b882a7b52f412f8cc7b523,False
a608ce59bf523b5bdaa352a1bc9f73b6,True
2185634aa7bb3d12ac58e46980b1d9be,True
c6c2be834c12215e52656fb97444e217,False
c1c81a0b69b85e1cb90a8acbfb26935b,True
daf0772ba76fbf17002fa42ab7146a9d,False
049c1761c344917f13ea92f3f54be4bc,False
84101cab482d5070853103a3cfa9dbb5,True
15e34ea3dedbc13ea400c924533b11c3,True
bfce91f9f5076745111a3ed668917fd8,False
5f00cc02bc6c3bf91d38b556ff6865e3,False
aed69eea4cb173f801f026b049b1c751,True
6b9ff520789836e329b06bec06ebb6a1,True
8e40b3f7894394d05c0c21b8c9c30b11,False
e245da222a37aeab136ab1d0632f731d,False
c3aae77226f08c08a510a03fb3735bff,False
e2d94e5c9ea9daf6f4acc2d6937327cf,False
6ca570cc6a0af9e2456ca10347325ee5,True
a0d964137b0520ff05b9470f434981aa,False
0ce64d314c04d67b1a74865241bb158f,False
992b0e41f03710748d69c69d591b57e9,False
b48bdd82dbe41980a8868fed703e5b31,True
3877ae21a8ddc728511b754e9f500cab,True
a4bffa1769eca80171e65cdb5f148ee5,False
71435fa8831d1a493acd8a19013676f6,True
3fea91fc398f9412f3dfdc57c5d85361,False
2e043a154b7896c35c8f849dffe990d0,False
53af293fad25282b3d4a9818d7e49c76,False
a7341a83310239ecc2972f78802c1d4c,False
c6b3ea610f1ab9f5276f5d1434b62ac2,False
4b6be4bf0ead2bc18f10a94b29c81dd5,False
dd790d77274637e369d6e7d86aa3bcf7,False
50a7e6acbbba98a7f3ad7e73ad188808,True
b6a0aad526ebca2342cb5de341b5d2ee,False
fea8ec1d0eeeff5408662cd4103746e2,False
5c6a2fbc51b02354ecfee7b5750b5d3f,False
cbfed2eba68b1455c259e5bae0b8377c,False
f87c43c532dc36df480ee50069488761,True
c777bc6248dfbc7225a513af90bb3176,True
fedb9f2008b9a535e264a22bd26dd330,True
b1c8c4c9487809e25b465162295c85c6,True
020a45a8da3d2c1942bee395215c0254,True
8cea10ae472b6d09727d611cdff78b8c,True
3633c533a762c800341a4005a578ff5a,True
e5ce026820d3ecf3278793da64919f0f,False
c28927b69291a45c2a2e4cafe65296e1,True
1e6a8eabb637b7c33e170f76f377880b,False
19055e152d6bafef32d95d1950267826,True
069f6d8867be9a3621771442cdf6aeda,True
466a4bdcd975494bfa2571a8a8b5bdba,True
dbdd41fe8da27198b2ce0c5c481f1747,True
1629104120090494abb81a7a50e992c0,False
0dc23b2dfed837ee2118e32658f8067d,False
7e98bb8cb047b749e2f669bcc855b6f0,True
6d9442a1a62388808c12f57963b7c617,True
8ce216c9f4744be0e2d34deb3ace494a,True
b890fcb1172f483ebbff06c764d563c6,False
77b1daebb3aa0c5faac27adab5c3a471,False
a8d4f024f1cbb45d3c70e6eff5d5874d,False
ebe15ae3b99f40fccd93d2accbde07f3,True
57dbd13cf2a57a897c9dafab60896cbf,True
19ce3c187a6f5eae923ab4ad603308e9,True
fa0cc7a3ea3a5b162f9555ffd13b858c,True
d1080e370b64d87cb07f9b5f9b6e5e63,True
30ff4a4c4c75f045ccb48cae0a102554,False
4e066f257274de5b00ca06b48129ae66,False
76aa09d40b997310eacf3fa0ac8a563e,False
f69fecf5becb8d96dfd32af370b6bc78,False
1b17017d5e6f4a66839aec917de5ff11,True
e20344a52f221d757a2e227301f554db,False
6589e32786f9b6b130ac21a0917b517f,False
64facc9c69b73c7293ec02e312dbb652,False
abca60caddb03f582eeaf1f0f824996c,True
5b4f7a171de09bd2ea073b0fdb12c2e2,False
4ce34089fa74bbc75d0cb89a3f809cb1,False
1d06f14791d01391f4eb9190acf815b2,True
0225f6dfd4c31bda95531ac88eb99909,False
6b4fb9b2770c31b3fd16565a00ad2b04,True
f27225be5f8b46c9618ba19d3119e314,True
05e8880b32ddaa122b8eeabd10071d8e,True
93325f9814b7503ead7ead51aa07408b,False
6720ed8c3016144cbd8fde18277a64a6,False
9cbc6d6d76b092488862b61d128ebd64,False
46535c603ebc278bd7f788ea7f3e06ca,True
9c6caaa0a6777dd2cc2bcc56e03fcd6a,False
9aeb5000e972eaf45e7a94206d377949,False
72612f5cba6c569795bd11f4fdd0fd95,True
c2ab79f1b48a745ee6b52756b5973664,False
a4e12a8ecd6fcc8f91fad41b74489eda,False
fe51b6363a13c3a02abdba11f293ea5b,True
2ef4b400696fa2beccd0dba78b4ac2e9,True
160e8b041e23b3fd3a14f791efcdc12c,True
7f15ff28160a5f8286359528cbe0cea1,True
3a7e2a1eba14d41cae1f41a857442bc4,False
a2c91ff6304bcabe946dda759981f271,False
3d9075acc7e30794a95fa1fbb40ad7d1,True
481849eb69ee6164a482519070e10719,False
78b975d0222ae7eadb711fbd6d77dde5,False
d0bbb179eafd1e30099a29d4f6811e5d,False
87a3e96dcdd8a30776c736dbc398f556,False
bd8cc753538c5d2ccf44b519936280c2,False
26415bae3c4234edd03181834aaab3ad,False
b3bef036407bd86e0bc2de52e9081a64,True
617deb8c1b07d6d0218ec3660f6a4100,False
b83432eac511205d6ba921266425b1b3,True
d1017bbbec6cd635833636c82cfae1c7,False
de6afa2f7ad8f636a80fa22dbbf21dcf,False
5e78845e076b18e092497c04b4c846c5,True
34ac97ee84b4f6c7ef3854237c70785d,True
bd3a30dc330c0b9daec505145239ff9e,True
c9667cae3f61df63fec5393a7c35423a,True
92e0fd0daf37e88d6faab2bbfb31ccd5,True
f51e3200a6e1c24cbe607341162e7588,True
ccb9cc82b50e74aa0c8bb2c9c888f121,True
26d76664ae822dcb9be30891beaa04a1,True
1a547e65a05a3a6ee0f7865bb2321c86,False
